"V1","V2","V3"
1.77982843731542,0.25019122365203,1.28750223867048
1.88170099874624,0.249050963081648,1.39640770816008
1.77640302080764,0.201112199517356,1.33120388043997
1.74338032253389,0.202956257550413,1.27014415763736
1.88556061976784,0.223958173827385,1.30914477148166
1.79097099716871,0.203999081036757,1.3011540985515
1.74121232403102,0.225751899713605,1.26205160945177
1.85684859797616,0.2237916000461,1.3285218651487
1.83074542137881,0.216292743989499,1.27990251187622
1.84436935380075,0.256893212592751,1.29462205011924
1.74175766832514,0.216184275419,1.28035979762874
1.72456249911453,0.192815003177697,1.25817947232117
1.75314177660723,0.234637809501259,1.26575804772934
1.7878565719803,0.208953738514271,1.25938208119321
2.55280468649703,0.426875050381043,1.43951654951875
2.00201758674055,0.279172831177942,1.29790593949678
1.83812412625514,0.23433768091812,1.35517049938743
1.79397638101795,0.218199885361994,1.28173890825228
1.80864645239484,0.218553897689213,1.31468389321799
1.68293916521675,0.210230242082816,1.21337839794078
1.58529576812872,0.171863617178483,1.15578990548054
1.81190178239243,0.249614631611775,1.27992244116137
1.77547944541006,0.20396295664084,1.29220426277576
1.78120194674357,0.206115878297725,1.33746489610842
1.8127912934515,0.233246793825978,1.26986342459096
1.82521797743182,0.226553962847821,1.32920966588027
1.6877849925002,0.209082211069708,1.27535226024421
1.74707035281453,0.207986815105916,1.27694432781787
1.81366736285367,0.214186800275668,1.35956886397298
1.71993473894463,0.176465961051457,1.28613574743651
1.71795722780273,0.189066190925216,1.2709745175371
1.68481158352634,0.250996499771141,1.28845156083571
1.63143768206243,0.192415727208167,1.23262607983131
1.67751182820678,0.206073960502486,1.23838115101231
1.68736204393548,0.208277031355106,1.24724149403966
1.72603777308563,0.209881725960748,1.26832679132359
1.65566317732093,0.180193825108298,1.19375761298689
1.72322157354668,0.206777902037937,1.26375620756516
2.05098381357008,0.301164475756451,1.37801970370177
1.71087159029842,0.201884855333604,1.27249314445609
1.76832981319663,0.224155497227358,1.28471422692712
1.81681762652162,0.241488896221494,1.31823128297498
1.72406176004291,0.218712838108898,1.27167004004916
1.89547333194404,0.215575481100172,1.33875488828979
1.76385222633868,0.219942338741036,1.26735356524483
1.86438446841121,0.221128224587095,1.32491213592254
1.56694372118838,0.165882698680678,1.21220083692199
1.97117233672244,0.238556236267486,1.41580305668402
1.79729464357561,0.206132312588918,1.31054712732189
1.9570686580666,0.283669366927423,1.24063406744378
1.69551487952479,0.216421208564685,1.26047572661848
1.87473600692397,0.227490356768991,1.34267707501121
1.85392627964635,0.230985849639059,1.31770574287206
1.70283552397739,0.223690001182156,1.2634321284709
1.70885435909824,0.210758047079862,1.22606387148379
1.74285761271474,0.227363876335201,1.27024925671086
1.75420875818562,0.185854037318205,1.25821154109712
1.89087677157631,0.234337811209248,1.32797504322035
1.66104967919971,0.180739564321133,1.22653302531107
1.71269566825197,0.211769018451988,1.2793967546697
1.61079836291067,0.204463086439326,1.19886073979814
1.69493727741495,0.203043526580335,1.24964786767254
1.74815090316279,0.204464448356967,1.31985185306892
1.73181568177082,0.190844316293301,1.30994875709623
1.72243225065008,0.203145366532255,1.24867283781609
1.85217173526487,0.250759103865514,1.29460617668659
1.80397504387345,0.227573918850179,1.30102066709711
1.78153891376569,0.226916911888687,1.29387763147943
1.77683810442315,0.208408874994294,1.32001208418541
1.72128597923785,0.229466747147511,1.25687612286534
1.76088706702439,0.225197366982811,1.24625185503997
1.78463136260058,0.201258498635985,1.29109717630082
1.91644610842946,0.219433721264151,1.36826024173865
1.88973926219419,0.225026873617552,1.3292920413419
1.79503497046492,0.21566559941448,1.33643638753114
1.78163138180491,0.202563835823388,1.32581322977664
1.99804359333895,0.266253938161205,1.35816479801488
1.71388350718203,0.20942020241526,1.27480738610795
2.02165226177956,0.31147359858345,1.36089095705146
1.82039890990385,0.210022860622167,1.29092789733038
1.75132171091199,0.173459101817712,1.29783038710707
1.81221302555458,0.215502398052027,1.26117265046684
1.80372726001311,0.187635430220148,1.32219347624343
1.77307449433797,0.209308079210931,1.27730129658836
1.74896896126302,0.233866805238544,1.28471982128065
1.83082776259224,0.254841650510692,1.32725112846898
1.79345800318972,0.212534484937028,1.26508832681495
1.7511635505338,0.209912947270363,1.2908402977541
1.74415829748757,0.201394581952183,1.24524771712266
1.70809271467857,0.190927859727852,1.23887243470453
1.79652471454497,0.233752356263881,1.29369542546862
1.76016084676386,0.237626480809706,1.31581005181055
1.74969611527833,0.239667534021585,1.23432199185121
1.68092129309053,0.190131484914736,1.27222511575241
1.70568831435713,0.207061319671191,1.24676553103215
1.77937171262988,0.216618627769413,1.315721215286
1.72552562085392,0.214023724444757,1.27325143165567
2.09319728701963,0.272991601262554,1.32849666876973
2.28583559340359,0.379448823151238,1.3557155901111
1.67617495412188,0.194511381670607,1.24839186754309
