"V1","V2","V3"
1.74455845841571,0.202576741728686,1.2551192948328
1.93752380415406,0.250928463089216,1.32452929438063
1.70602199119365,0.204199351555574,1.25404999781818
1.89575527136324,0.254171990504247,1.29389943583954
1.73072634794419,0.199349440050018,1.27355909511597
1.77841001726803,0.234386741586493,1.2622360112137
1.77405698161228,0.210415116591345,1.28125855806789
1.67546272634338,0.195328432189785,1.24703293684222
1.82935927113868,0.220982493331033,1.30890893322618
1.95234638427661,0.238774508619208,1.34183946091698
1.79381060387699,0.224496914043637,1.31888528799313
1.73895884305671,0.206381037995948,1.27898481105028
1.8050052307982,0.224672469453328,1.28375094540075
1.70922395614788,0.193851640513232,1.26823779857934
1.73585729549529,0.207057963105413,1.28509014383981
1.6913380819776,0.209643264883306,1.24249820187028
1.83274938049912,0.220658495172463,1.31515301746494
1.7675886364255,0.225492967843725,1.28547707237991
1.75505889784974,0.215311851684981,1.26719795275189
1.75779427853346,0.215104288320076,1.26581246251641
1.77618732196292,0.211870520640814,1.27458627998312
1.74792140860037,0.207669062875959,1.28845438903567
1.78915354761544,0.206001358288207,1.29064361458692
1.75168593390409,0.208371611875993,1.28922311040774
2.42102067895245,0.408233055646795,1.35830960525234
1.775233771077,0.222443263070586,1.30267270926788
1.71827483785922,0.206912984985862,1.26381928182481
1.77650461429419,0.210767947559334,1.26019684085411
1.77334808077963,0.20445900445566,1.28265072544671
1.75448132018353,0.209474424145149,1.26640575793902
1.74215359063816,0.209715997381449,1.27152119431227
1.86453235840341,0.219997644674032,1.29180793253064
1.88880380161802,0.224171268908676,1.30303102445424
1.68212926099076,0.20793169686525,1.23615777430416
1.8268841110034,0.221847123555982,1.32673018636442
1.80174258183713,0.209762387484036,1.29999322721684
1.74731553525218,0.208370963869765,1.28539272575109
1.76834346403892,0.208124221363861,1.29504266981947
1.7267664388172,0.203757647854199,1.28845351239339
1.73926823236046,0.213513545934892,1.25607019708451
1.83729702634666,0.229405520304979,1.30213702738501
1.92087881912821,0.240379449515722,1.31688082115873
1.78649676664716,0.213472188709529,1.28575611750974
1.74833455057586,0.217664022125038,1.26121692760659
1.70274970509015,0.204040010911849,1.27843111249766
1.75197627444339,0.209281477961765,1.28308184571561
1.8384547695043,0.212514201121048,1.31260301161419
1.76778798740812,0.212154185796674,1.29308696925077
1.8082949327414,0.226078099808787,1.3002961346706
1.75656048473353,0.201812837932874,1.27822874262817
1.89109454577994,0.247773936799551,1.28339427887467
1.82976890787242,0.21361624447412,1.31045150916748
1.71863320718624,0.207397485313542,1.23982377668038
1.76593655576476,0.206549096644495,1.26443063889454
1.75671370784624,0.215673204224727,1.28465808666184
1.78532482384768,0.212292286517634,1.29399467039868
1.7980243981556,0.203533263971371,1.32199151671704
1.72095271981192,0.200364759543172,1.27522983773394
1.78001043414195,0.219023984434369,1.27190020117519
1.78443852083108,0.211759202974463,1.29960347167675
1.7687569233956,0.210911031274722,1.28927099483934
1.86058868029898,0.224505884712803,1.33663421890103
1.74069835045228,0.208560553139792,1.28014458509957
1.77654383653112,0.211662695607633,1.29468844771157
1.74119806877834,0.214792750628084,1.26524458887811
1.83581272225035,0.24625374156237,1.29314709098622
1.77692496559385,0.222999509577273,1.2559211695352
1.78589385011268,0.209325035192534,1.31878547946633
1.86002361295931,0.241048398133675,1.30033385350982
1.75616497574771,0.211700203102249,1.28231938057137
1.7775014542914,0.222580290837035,1.31220907409607
1.76222058971394,0.204209443010678,1.29745579063274
1.80365133971029,0.224526864249269,1.31792650770793
1.74764750350878,0.203959849618776,1.28551493162197
1.80103363079567,0.20999973238197,1.30038812246053
1.90588794259829,0.243973126780723,1.34125671646683
1.74792012327244,0.200818807546248,1.26901910743733
1.72599978450433,0.212786380800646,1.27451726234297
1.8332671450987,0.229356538863747,1.29707326271038
1.82635867827553,0.220138355066286,1.33282511538527
1.76631839551137,0.208055887302981,1.28290616174319
1.85644883862409,0.229787442559725,1.32773391730905
1.72560227580812,0.21402422073072,1.25466917363578
1.76814436303741,0.205545842397287,1.29699486594791
1.72059937556938,0.201258050602318,1.26827967842727
1.73785405742058,0.21162750513198,1.27667958254415
1.78532253898782,0.211305710499267,1.28597297217514
1.74853320214033,0.195465694794259,1.28825589630839
1.74201943098199,0.202190625065213,1.28543551300065
1.84809718717099,0.218366078240826,1.30596330357357
1.69100046245776,0.208526016622834,1.24938681915699
1.77886443546264,0.217981780110817,1.30302473358025
1.81543404051923,0.216145305290435,1.28280639129286
1.90839492424852,0.238754828475415,1.334069076235
1.74894656112934,0.193349770290619,1.28725026337836
1.78181563868736,0.214025083747461,1.27942620995576
1.82659161741751,0.223499013913394,1.32050150350308
1.72334773886627,0.20279977401856,1.27732301087574
1.80399099983882,0.226214360628481,1.31607983753207
1.75443368340072,0.198783293546155,1.27861229498345
