"V1","V2","V3","V4","V5"
0.8768,0.748121878255852,0.94955896047091,0.890377535364004,0.891897292524839
0.868266666666667,0.728458254544734,0.94680752409476,0.875035742469226,0.887358396136684
0.885866666666667,0.759736054852373,0.948739177954684,0.915734116857857,0.906402197335453
0.8736,0.736283659896717,0.944779282411568,0.910983897664328,0.895010383962448
0.866933333333333,0.722858752571465,0.941267951215308,0.900873630295829,0.889058402386445
0.877866666666667,0.74367342590126,0.946624292016583,0.916851736994891,0.899558898323051
0.8776,0.745841289262428,0.947994013926388,0.899227295093349,0.897242961381144
0.875466666666667,0.74247494673566,0.948942949854946,0.900106638927929,0.894220700047944
0.88,0.75229553384099,0.945244846714115,0.907814921646927,0.897942712924818
0.865333333333333,0.719969066195595,0.940207535803321,0.899672554929075,0.887356542431497
0.8808,0.754021585227917,0.949573509052349,0.910807576277408,0.898171170230797
0.8672,0.724214153307473,0.946366055108556,0.901282636517882,0.888271210833523
0.876266666666667,0.744391916737706,0.95229853506527,0.891642684612147,0.89501732060628
0.860533333333333,0.709084558551211,0.943578063582414,0.882273224689323,0.883971918393625
0.872266666666667,0.733969973882431,0.946390090331379,0.892852026198135,0.893418791806129
0.8816,0.75320389771027,0.951458722955794,0.899841933610547,0.900790226288084
0.8736,0.738757901580872,0.947258879146171,0.899507059705915,0.892685563275875
0.868533333333333,0.727552747355552,0.943846332014397,0.894570362491501,0.889149059534704
0.868533333333333,0.728369883685552,0.94644316725789,0.892916441613812,0.888193051931947
0.869066666666667,0.72661001705786,0.946193861285346,0.899720441980677,0.890973700545494
0.877066666666667,0.744058067510515,0.949782490834959,0.908373228639639,0.897239021084301
0.869066666666667,0.723375464257924,0.942495661592558,0.8999079271359,0.893515329930765
0.865333333333333,0.723129366044309,0.941739884041532,0.894456637390048,0.884001527246584
0.875733333333333,0.738691063414114,0.948638167651026,0.910376883264081,0.898217054957053
0.8768,0.750309855901255,0.95161704911503,0.88462497324386,0.889217987974097
0.862666666666667,0.713143549367646,0.941395328609453,0.892849694270619,0.885960309266566
0.869066666666667,0.728974669723816,0.945491386960688,0.890329166299244,0.889218131156657
0.868266666666667,0.727426737743088,0.944886108612105,0.884304181394645,0.888633090031977
0.8704,0.735331465659991,0.945431423549841,0.895031237038357,0.886645131017091
0.873066666666667,0.736653094249758,0.944838215520999,0.894951829921922,0.893289016023701
0.880266666666667,0.751307921907024,0.951197505527292,0.898455115574977,0.899452483227648
0.873066666666667,0.738163730826253,0.951875773241983,0.894204968324077,0.891898289038249
0.872533333333333,0.738290490635836,0.948183097051847,0.895645274080899,0.89015811341783
0.8632,0.716738302711448,0.9411903478215,0.892288201801406,0.884275971779792
0.876533333333333,0.746078457888724,0.946775699954395,0.890948561097874,0.893943425122254
0.869333333333333,0.730823205818268,0.942710695046927,0.888370181604052,0.888329169670255
0.8712,0.732171907645508,0.94350455134372,0.898088646705941,0.892230588178234
0.886133333333333,0.761134539289869,0.954959670697307,0.911124058659774,0.906086699041625
0.876266666666667,0.746614966327621,0.949995693553913,0.88961503222195,0.892487215653297
0.888266666666667,0.767584240975958,0.951759608937874,0.916460087855457,0.906407705920877
0.878666666666667,0.748120025842415,0.952447451468989,0.907712785571639,0.898147053938483
0.8728,0.731622398899331,0.946548806630523,0.898783929660953,0.896123343364828
0.872266666666667,0.735965884314789,0.948754804780688,0.897372854017405,0.891395555154455
0.8816,0.751638600335063,0.952809720479813,0.9101756190942,0.902508824803993
0.880266666666667,0.751029052067967,0.952952847104548,0.91037788036976,0.899853001149836
0.881333333333333,0.752595294092515,0.954889602399996,0.900979759703325,0.901085323284058
0.8808,0.752781929608326,0.951425892083818,0.910849483496168,0.899555472322293
0.865333333333333,0.722855581485533,0.944541254707325,0.893600422183078,0.884234641454762
0.882933333333333,0.755842544040297,0.954348522376128,0.900064843982775,0.902614608886213
