"V1","V2"
0.977167006802286,0.776452701083951
1.07545985684091,0.855423359276721
0.960777820810595,0.740923451391788
0.971318583898084,0.777951398820521
1.00715716195152,0.786005666496097
1.00863691125469,0.798174005507019
1.02923151323075,0.79638041698736
1.01769240035054,0.811766349689018
1.0346194894028,0.860489135649911
1.00239211808861,0.813667970520008
1.11022597970644,0.893732134985822
1.06634902757466,0.829649539674531
0.985664536164418,0.757417799057425
1.06267035250873,0.85863991916904
1.07026604490448,0.865221579041676
0.994325441231631,0.759883921936333
0.965682989018576,0.774535942163946
1.04474098089747,0.822513866002772
1.06220688453674,0.836650496582908
1.02782450341608,0.819376415850595
1.05645853276156,0.849832029145681
1.01627897781882,0.820159530884497
1.10701157669826,0.887954436533601
1.04846619919169,0.849950321035897
1.01628196269711,0.816836779455077
0.943847049863256,0.784695267619817
0.934117134994443,0.736263873658255
1.09482929554724,0.877967634044959
1.01259278045253,0.842771353115439
1.08861114416402,0.86238575742816
1.03732960936127,0.816218005863732
0.989025858748621,0.80509756700889
0.951810359180241,0.756173566297645
1.0079577748159,0.819687602453137
1.06570438266117,0.827178961952126
0.944904354661062,0.759138744935911
1.02947653980714,0.835657725197838
0.996206597789589,0.775354338003091
0.969005369871366,0.765656964093756
0.984643656813754,0.788988293420234
0.965951042526896,0.79287881433517
1.00107052367609,0.794598289140974
0.958782838327309,0.757387667940997
0.996248643197506,0.781873272795453
1.03632306609799,0.826583450147372
1.01142831218825,0.802294212345248
1.07025667337776,0.83816733639581
1.00274830435888,0.793166675624588
1.00802448641983,0.804290285083872
1.03545638140187,0.829558973464508
1.09451198234725,0.874654744510488
1.02621838615265,0.823146595814946
0.939475244654852,0.749665829931711
0.98023380088739,0.790746199807635
0.967993468734345,0.777653922863268
1.01611131338851,0.821680086716583
1.00773088500649,0.819965089395451
1.08920180562739,0.889056013867528
0.949224445213972,0.753583470023908
1.0103529860768,0.819161217293833
0.984486666065273,0.770163457508234
1.03406463210041,0.843558418305743
1.01189357608442,0.802279475472879
1.01304388913728,0.814030464125581
1.00127227955899,0.804288774255982
0.992637895817715,0.795038822785146
1.01096864504716,0.811742787781814
1.01339130303831,0.800707505862818
1.01978185109383,0.820648742975606
0.93294673028616,0.753678500029774
0.955044710392018,0.748537938400606
1.08116797755984,0.865141330610285
1.02599869796368,0.812772176094801
0.989372708334879,0.807103974193736
1.07808068386816,0.850594155349018
1.03775444005269,0.81932424381978
0.964862798590798,0.758939287166654
0.954082492632464,0.757853039405243
0.971585723348233,0.783766425407923
1.03359921499673,0.811956948317991
1.02601806570022,0.843219929687219
1.00342124129202,0.808392981614236
1.04795899258765,0.82492376006347
0.929920395707424,0.77522749566093
1.03496468283782,0.831696057937723
1.0272504798102,0.816831680695396
1.00205837707835,0.818633756746652
0.963251697012462,0.757564227576853
0.979476184653745,0.785553365501129
1.00489227520552,0.794331852280521
0.99235646665162,0.800965988787409
0.984139353368724,0.788085918630147
0.965227750709693,0.786915075543923
0.984980366032057,0.812763345349433
1.11057038646082,0.863739018828684
1.05428828643202,0.86030180283144
1.04971366314226,0.862818466278039
0.957456435731202,0.77594154588528
0.984311846364636,0.76875072151092
1.07094031524526,0.868625106594561
